"NoW March 20, 2019",0
US Huawei Blackballing Efforts Stall Due To Lack Of 'Actual Facts',https://www.techdirt.com/articles/20190318/07474441816/us-huawei-blackballing-efforts-stall-due-to-lack-actual-facts.shtml
Court Tosses Antitrust Claims That Internet Giants Are Biased Against Conservatives–Freedom Watch v. Google (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/court-tosses-antitrust-claims-that-internet-giants-are-biased-against-conservatives-freedom-watch-v-google.htm
Thai Government Uses Fake News Law To Lock Up Opposing Party Leaders,https://www.techdirt.com/articles/20190312/11362441784/thai-government-uses-fake-news-law-to-lock-up-opposing-party-leaders.shtml
Political agreement reached on Online Platform Regulation,https://www.lexology.com/library/detail.aspx?g=8deed3d9-8a9e-497f-b157-a89602411851
Google Hit With $1.7 Billion Fine in Europe for Abusing Advertising Dominance,https://gizmodo.com/google-hit-with-1-7-billion-in-europe-for-abusing-adve-1833430247
The EU fines Google $1.69 billion for bundling search and advertising: Showing Google Ads above Custom Search results lands the company in hot water.,https://arstechnica.com/tech-policy/2019/03/google-fined-1-69-billion-by-the-eu-for-anti-competitive-advertising-practices/
How Google influences the conversation in Washington,https://arstechnica.com/tech-policy/2019/03/how-google-influences-the-conversation-in-washington/
"Social Video App ‘Firework’ Emerges From Beta, Enabling Creators To Film Horizontal And Vertical Clips Simultaneously",https://www.tubefilter.com/2019/03/20/firework-emerges-from-beta/
Spotify vs. Apple: the latest updates,https://bbtv.us8.list-manage.com/track/click?u=4b994922140d3dacbcc2538a0&id=69e7d5a4c2&e=10d65a7148
Spotify’s EU antitrust complaint could be a serious threat to Apple,https://arstechnica.com/tech-policy/2019/03/apples-in-app-purchase-rules-could-violate-european-competition-law/
"Ahead of Streaming Launch, Apple's Iron-Clad Secrecy Is Reportedly Stressing Out Hollywood",https://gizmodo.com/ahead-of-streaming-launch-apples-iron-clad-secrecy-is-1833373399
Apple Objects To Norway Political Party's Logo Claiming Potential Customer Confusion Over Trademark,https://www.techdirt.com/articles/20190307/09251641753/apple-objects-to-norway-political-partys-logo-claiming-potential-customer-confusion-over-trademark.shtml
Apple Watch accurately spotted heart condition 34% of the time in study,https://arstechnica.com/science/2019/03/apple-watch-flags-heart-trouble-in-early-study-data-and-lots-of-false-alarms/
How Canadian Copyright Reform Could Support the Government’s Supercluster Investment (Michael Geist),http://www.michaelgeist.ca/2019/03/cigicopyrightinnovationbrief/
News Organization Like Reuters Supporting The EU Copyright Directive Is A Shameful Support For Censorship,https://www.techdirt.com/articles/20190312/11481641785/news-organization-like-reuters-supporting-eu-copyright-directive-is-shameful-support-censorship.shtml
The 2012 Web Blackout Helped Stop SOPA/PIPA And Then ACTA; Here Comes The 2019 Version To Stop Article 13,https://www.techdirt.com/articles/20190315/10110141799/2012-web-blackout-helped-stop-sopa-pipa-then-acta-here-comes-2019-version-to-stop-article-13.shtml
Proposed EU Copyright Directive shifts balance of responsibilities between rights holders and platforms,https://www.lexology.com/r.ashx?i=5650249&l=8B9RSN1
"As Recording Industry Announces Massive Growth, Why Do We Need Article 13 Again?",https://www.techdirt.com/articles/20190317/01022441808/as-recording-industry-announces-massive-growth-why-do-we-need-article-13-again.shtml
Internet Blackout Coming To Show The EU Parliament It's Not Just 'Bots' Concerned About Article 13,https://www.techdirt.com/articles/20190318/23065441820/internet-blackout-coming-to-show-eu-parliament-not-just-bots-concerned-about-article-13.shtml
Silicon Valley's Fingerprints Are All Over the College Bribery Scandal,https://gizmodo.com/silicon-valleys-fingerprints-are-all-over-the-college-b-1833305226
Ethics before algorithms: Technology needs to be used ethically and sometimes not at all,https://www.canadianlawyermag.com/author/kate-simpson/ethics-before-algorithms-16947/
Europe’s silver bullet in global AI battle: Ethics - EU experts hope ‘trust’ will prove to be the bloc’s competitive edge.,https://www.politico.eu/article/europe-silver-bullet-global-ai-battle-ethics/
Bill Gates Compares Artificial Intelligence to Nuclear Weapons,https://futurism.com/bill-gates-artificial-intelligence-nuclear-weapons
"There’s a Power Struggle Inside Google to Control Superhuman AI: If DeepMind builds a superhuman AI, who will control it?",https://futurism.com/google-deepmind-control-superhuman-ai/
"A Quarter of Europeans Trust AI More Than Politicians: They'd rather ditch human politicians and put robots in charge, according to new research.",https://futurism.com/europeans-trust-ai-politicians
"Washington Prison Management Software Setting People Free Too Early, Keeping Other People Locked Up Too Long",https://www.techdirt.com/articles/20190226/11212741680/washington-prison-management-software-setting-people-free-too-early-keeping-other-people-locked-up-too-long.shtml
New Google App Describes Objects To Blind People,https://futurism.com/the-byte/lookout-google-app-blind-people
When Google Fiber Abandons Your City as a Failed Experiment,https://gizmodo.com/when-google-fiber-abandons-your-city-as-a-failed-experi-1833244198
Supreme Court Reverses Google Settlement But Ducks Ruling on Its Fairness ,https://www.lexology.com/library/detail.aspx?g=2065566a-3610-444b-826f-5c284cdcd9ae
"Facebook Had A Terrible, Horrible, No Good, Very Bad Day",https://futurism.com/the-byte/facebook-down-outage
Mark Zuckerberg discovers privacy,https://techcrunch.com/2019/03/06/mark-zuckerberg-discovers-privacy/
Facebook Blames Protracted Outage on a 'Server Configuration Change',https://gizmodo.com/facebook-blames-protracted-outage-on-a-server-configura-1833296915
"Insights: Has All Of “Social Media,” Not Just Facebook, Reached A Pivot Point?",https://www.tubefilter.com/2019/03/14/social-media-pivot-to-privacy-zuckerberg-facebook-google-amazon-twitter-instagram/
Online 'Reputation Management' Company Brags About Abusing Copyright Law To Take Down Bad Reviews,https://www.techdirt.com/articles/20190301/23082541714/online-reputation-management-company-brags-about-abusing-copyright-law-to-take-down-bad-reviews.shtml
Bogus DMCA Takedown Targeting Indian Copyright Blog Demonstrates The Problems Of Notice And Takedown,https://www.techdirt.com/articles/20190307/17360241761/bogus-dmca-takedown-targeting-indian-copyright-blog-demonstrates-problems-notice-takedown.shtml
Japanese Government Puts Restrictive Copyright Amendments On Hold Over 'Internet Atrophy' Worries,https://www.techdirt.com/articles/20190312/11130341782/japanese-government-puts-restrictive-copyright-amendments-hold-over-internet-atrophy-worries.shtml
"$900 Robot Commits Adorable Seppuku, Showing Again How In The Modern Era You Don't Own What You Buy",https://www.techdirt.com/articles/20190306/09380941742/900-robot-commits-adorable-seppuku-showing-again-how-modern-era-you-dont-own-what-you-buy.shtml
Ninth Circuit Tells Online Services: Section 230 Isn't For You,https://www.techdirt.com/articles/20190314/19312341797/ninth-circuit-tells-online-services-section-230-isnt-you.shtml
"It’s time to start caring about “VR cinema,” and SXSW’s stunners are proof",https://arstechnica.com/gaming/2019/03/its-time-to-start-caring-about-vr-cinema-and-sxsws-stunners-are-proof/
Oculus grabs Beat Saber as an Oculus Quest launch title ,http://www.gamasutra.com/view/news/338902/Oculus_grabs_Beat_Saber_as_an_Oculus_Quest_launch_title.php
"Oculus ""phasing out"" Rift, launching $399 Rift S this spring",http://www.gamesindustry.biz/articles/2019-03-19-oculus-phasing-out-rift-launching-usd399-rift-s-this-spring
"Oculus: ""It's no longer a burden to get into virtual reality""",http://www.gamesindustry.biz/articles/2019-03-20-oculus-its-no-longer-a-burden-to-get-into-virtual-reality
Do Adjacent Organic Search Results Constitute Trademark Infringement? Of Course Not…But…–America CAN! v. CDF (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/do-adjacent-organic-search-results-constitute-trademark-infringement-of-course-not-but-america-can-v-cdf.htm
"Viacom’s Awesomeness Inks Deals To Distribute 18 Flagship Series, Films Internationally",https://www.tubefilter.com/2019/03/18/viacom-awesomeness-international-distribution/
"Netflix Won’t Be Integrated Into Apple’s Forthcoming Video Service, CEO Says",https://www.tubefilter.com/2019/03/19/netflix-apple-video-service/
"‘Subscription Fatigue’: Nearly Half of U.S. Consumers Frustrated by Streaming Explosion, Study Finds",https://variety.com/2019/digital/news/streaming-subscription-fatigue-us-consumers-deloitte-study-1203166046/
Two Examples of How Courts Interpret Emojis (Eric Goldman),https://blog.ericgoldman.org/archives/2019/03/two-examples-of-how-courts-interpret-emojis.htm
More Kardashian Drama: A Legal Fight Over Ownership of the Kimoji Emoji Set–Liebensohn v. Kardashian,https://blog.ericgoldman.org/archives/2019/03/more-kardashian-drama-a-legal-fight-over-ownership-of-the-kimoji-emoji-set-liebensohn-v-kardashian-guest-blog-post.htm
Insider is finding new revenue on Snapchat from old Facebook news-feed videos,https://digiday.com/media/business-insider-snapchat-discover/
Facebook’s ‘Red Table Talk’ Garners Daytime Emmy Nomination,https://variety.com/2019/digital/news/facebook-red-table-talk-daytime-emmy-nomination-1203168467/
"Myspace apparently lost 12 years’ worth of music, and almost no one noticed",https://arstechnica.com/information-technology/2019/03/myspace-apparently-lost-12-years-worth-of-music-and-almost-no-one-noticed/
"Snapchat ramps up UK pitch, but ad buyers remain unconvinced",https://digiday.com/marketing/snapchat-ramps-uk-pitch-search-international-growth-ad-buyers-remain-unconvinced/
"Instagram just took advantage of Amazon’s biggest weakness: Amazon’s failure in “discovery shopping” is Instagram’s opportunity, as its users can now shop inside the app.",https://www.recode.net/2019/3/20/18271386/instagram-shopping-discovery-amazon-weakness-checkout
Art Law & More Instagram ,https://www.lexology.com/library/detail.aspx?g=d5362f89-3fc9-4c46-b2df-f2a30bb3d59f
"Republican Devin Nunes sues Twitter, users over attacks",https://www.cnn.com/2019/03/19/politics/devin-nunes-twitter-lawsuit/index.html
"No, Twitter Is Not Completely Removing Likes And Retweets — But Here’s Why It’s Hiding Them",https://www.tubefilter.com/2019/03/14/twitter-removing-likes-retweets-ratio/
"Twitter wants workforce to be at least 5% black, 5% Latinx by the end of this year",https://techcrunch.com/2019/03/14/twitter-wants-workforce-to-be-at-least-5-black-5-latinx-by-the-end-of-this-year/
When online harassment doesn’t follow the rules,https://digital.hbs.edu/platforms-crowds/when-online-harassment-doesnt-follow-the-rules/
"Security Researcher Discovers Flaws In Yelp-For-MAGAs App, Developer Threatens To Report Him To The Deep State",https://www.techdirt.com/articles/20190314/10143841796/security-researcher-discovers-flaws-yelp-for-magas-app-developer-threatens-to-report-him-to-deep-state.shtml
"Patreon Launches Tiered Pricing for Creators, Introduces Rates for Micropayments",https://variety.com/2019/digital/news/patreon-launches-tiered-pricing-for-creators-introduces-rates-for-micropayments-1203166513/
"Patreon Launches 3 New Creator Plans — ‘Lite’, ‘Pro’, And ‘Premium’ — That Vary By Features And Fees",https://www.tubefilter.com/2019/03/19/patreon-creator-plans-lite-pro-premium/
Kickstarter employees launch unionization effort,http://www.gamesindustry.biz/articles/2019-03-20-kickstarter-employees-launch-unionization-effort
Building an inclusive studio culture begins with retention ,http://www.gamasutra.com/view/news/339082/Building_an_inclusive_studio_culture_begins_with_retention.php
Smartphone Stops Arrow When Absurdly Lucky Man Tries to Photograph Attacker,https://gizmodo.com/smartphone-stops-arrow-when-absurdly-lucky-man-tries-to-1833287987
Tech support: law firms lining up to take advantage of tech boom,https://www.canadianlawyermag.com/author/michael-mckiernan/tech-support-law-firms-lining-up-to-take-advantage-of-tech-boom-16946/
Plenty of likes for defamation reform in a digital world,https://www.lexology.com/library/detail.aspx?g=84200baf-6e11-41ee-8738-1631751d9dd9
Can I Use This Song In My Podcast? It Depends.,https://www.lexology.com/library/detail.aspx?g=822996f8-5476-49ef-bd3e-e05369631c3e
"D-Wave 2000Q hands-on: Steep learning curve for quantum computing: Reconceptualizing a problem is the hard part, but the end is rewarding.",https://arstechnica.com/science/2019/03/d-wave-2000q-hands-on-steep-learning-curve-for-quantum-computing/
California Becomes 20th State To Push 'Right to Repair' Legislation,https://www.techdirt.com/articles/20190319/07113441821/california-becomes-20th-state-to-push-right-to-repair-legislation.shtml
CREATIVITY,0
"NMPA Publishers File $150M Lawsuit Against Peloton Over Unlicensed Music by Drake, Ariana Grande & More",https://www.billboard.com/articles/business/8503187/nmpa-publishers-file-150-million-lawsuit-against-peloton-unlicensed-music
Peloton is being sued for using music without permission in its video fitness classes,https://www.theverge.com/2019/3/19/18273063/peloton-music-lawsuit-licensing-video-fitness-classes-nmpa
Competition Bureau Releases Updated Enforcement Guidelines on Abuse of Dominance and Intellectual Property,https://www.lexology.com/library/detail.aspx?g=d4223a25-e025-476c-9162-092b660761ce
So you think you can dance? Copyright protection of dance moves,https://www.lexology.com/library/detail.aspx?g=acf52bb4-2dfb-4490-b589-29f629f489ff
Protected or Unprotected: The Supreme Court Hears Iancu v. Brunetti ,https://www.lexology.com/library/detail.aspx?g=3a3658c9-f8c7-4af3-9eee-3d6dfd7ceb95
Supreme Court Clarifies the Rules for Enforcing Copyrights,https://www.lexology.com/library/detail.aspx?g=87dff495-392c-4c1f-a32c-a090ed961499
NYC's New Tourist Trap Claims the Rights to Every Photo You Take Inside of It,https://gizmodo.com/nycs-new-tourist-trap-claims-the-rights-to-every-photo-1833387084
Miss Vanjie! Miss Vanjie!: What RuPaul’s Drag Race Can Teach Us About Fair Use Under Copyright,https://www.lexology.com/library/detail.aspx?g=7aef7032-2623-4ed5-9d37-522fbf9e8d49
Florida College Asked Local Sheriff To Declare Faculty Member's Artwork Obscene,https://www.techdirt.com/articles/20190316/19564841807/florida-college-asked-local-sheriff-to-declare-faculty-members-artwork-obscene.shtml
Monster Energy Loses Trademark Opposition As UK IPO Mentions That The Letter 'M' Isn't Distinctive,https://www.techdirt.com/articles/20190308/10093441766/monster-energy-loses-trademark-opposition-as-uk-ipo-mentions-that-letter-m-isnt-distinctive.shtml
Captain Marvel Presents Complicated Political Messages Worth Examining,https://io9.gizmodo.com/captain-marvel-presents-complicated-political-messages-1833274865
Report: James Gunn has been un-fired from Guardians of the Galaxy Vol. 3,https://arstechnica.com/gaming/2019/03/report-james-gunn-has-been-un-fired-from-guardians-of-the-galaxy-vol-3/
Holy Rocket Raccoon! James Gunn Is Back onGuardians of the Galaxy Vol. 3 [Updated],https://io9.gizmodo.com/holy-rocket-raccoon-james-gunn-is-back-on-guardians-of-1833328223
James Gunn Is Doing Both Guardians 3 and Suicide Squad 2,https://ca.ign.com/videos/2019/03/15/james-gunn-is-doing-both-guardians-3-and-suicide-squad-2-ign-now
Adnan Virk Agrees Not To Sue ESPN After He Gets New Job,https://deadspin.com/adnan-virk-agrees-not-to-sue-espn-after-he-gets-new-job-1833321716
"Report: In Bollywood, Movie Piracy Is Largely Carried Out By Rival Publishing Houses",https://www.techdirt.com/articles/20190313/10445741793/report-bollywood-movie-piracy-is-largely-carried-out-rival-publishing-houses.shtml
"MEDIA, COMMUNICATIONS & NET NEUTRALITY",0
"Cable lobby seeks better reputation by dropping “cable” from its name: American Cable Association is now ""America's Communications Association.""",https://arstechnica.com/tech-policy/2019/03/cable-lobby-erases-cable-from-its-name-but-cant-erase-all-the-bad-memories/
"Verizon Confirms That Yes, 5G Will Cost You Extra",https://www.techdirt.com/articles/20190313/14545341794/verizon-confirms-that-yes-5g-will-cost-you-extra.shtml
"NBA commissioner 'surprised' by changes after AT&T, Time Warner merger: “They are going to have to retool their packages so they are able to connect directly with that younger fan base,” said the head of the NBA.",https://www.nbcnews.com/business/business-news/nba-commissioner-surprised-changes-after-t-time-warner-merger-n980936
ISPs strike deal with Vermont to suspend state net neutrality law,https://arstechnica.com/tech-policy/2019/03/isps-strike-deal-with-vermont-to-suspend-state-net-neutrality-law/
Hearing On New Net Neutrality Law Once Again Conjures Up A Greatest Hits Of Nonsense,https://www.techdirt.com/articles/20190313/09294441789/hearing-new-net-neutrality-law-once-again-conjures-up-greatest-hits-nonsense.shtml
Ajit Pai’s plan for phone location data never mentions the word “privacy”,https://arstechnica.com/tech-policy/2019/03/despite-carriers-selling-911-location-data-fcc-ignores-privacy-in-new-rules/
AT&T and Comcast claim “anti-robocalling milestone” with new Caller ID tech,https://arstechnica.com/information-technology/2019/03/att-and-comcast-claim-anti-robocalling-milestone-with-new-caller-id-tech/
"Why, Exactly, Do We Still Trust Telecom Megamerger 'Synergy' Promises?",https://www.techdirt.com/articles/20190312/08304641777/why-exactly-do-we-still-trust-telecom-megamerger-synergy-promises.shtml
It Ends Today: FCC’s Disastrous Solicited Fax TCPA Rules Now Officially Withdrawn ,https://www.lexology.com/library/detail.aspx?g=741a96ff-aeef-46c7-bd21-a9f097827eae
SURVEILLANCE & PRIVACY,0
Appeals Court: Stored Communications Act Privacy Protections Cover Opened And Read Emails,https://www.techdirt.com/articles/20190311/20480141775/appeals-court-stored-communications-act-privacy-protections-cover-opened-read-emails.shtml
Federal Court Blocks Washington State's Unconstitutional Cyberstalking Law,https://www.techdirt.com/articles/20190302/07164941715/federal-court-blocks-washington-states-unconstitutional-cyberstalking-law.shtml
Sharing Computers and Sharing Space: Privacy interests persist,0
United States Federal Trade Commission strikes one for children’s privacy,https://canadianlawyermag.com/author/lisa-r-lifshitz/united-states-federal-trade-commission-strikes-one-for-childrens-privacy-16977/
Burn After Reading? - DOJ Loosens Previous Ban on Secretive Messaging Apps,https://www.lexology.com/library/detail.aspx?g=c15c64b8-2be1-42de-8942-b92e1fe63913
How hackers pulled off a $20 million bank heist,https://arstechnica.com/information-technology/2019/03/how-hackers-pulled-of-a-20-million-bank-heist/
“Severe” ransomware attack cripples big aluminum producer,https://arstechnica.com/information-technology/2019/03/severe-ransomware-attack-cripples-big-aluminum-producer/
Senate Judiciary Committee Holds Hearing on GDPR and CCPA,https://www.lexology.com/library/detail.aspx?g=51bf09ef-b975-4768-bfaf-a52d215ca054
A new rash of highly covert card-skimming malware infects ecommerce sites,https://arstechnica.com/information-technology/2019/03/a-new-rash-of-highly-covert-card-skimming-malware-infects-ecommerce-sites/
Nasty WinRAR bug is being actively exploited to install hard-to-detect malware,https://arstechnica.com/information-technology/2019/03/nasty-winrar-bug-is-being-actively-exploited-to-install-hard-to-detect-malware/
Travelers Beware - Compelled to Open Your Phone?,https://www.lexology.com/library/detail.aspx?g=1cf531cf-3ab6-421e-8c5f-e9a1b013747c
Urgent Message: Privacy Shield Notices Need Updating Before No-Deal Brexit Withdrawal Date,https://www.lexology.com/library/detail.aspx?g=48cfea38-a8cd-4b85-a745-5be20606689e
